Outcome,number_of_internships,primary_major,Gender,primary_college,Outcome_binary,Internship_binary
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,2,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Psychology,Female,College and Graduate School of Arts & Sciences,0,1
Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,1
I am continuing my education,0,Psychology,Female,College and Graduate School of Arts & Sciences,0,0
Working,3,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,1,1
Working,0,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,1,0
Working,2,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1
I am continuing my education,3,Education - Special Education,Female,School of Education and Human Development,0,1
Working,0,Engineering - Materials Science and Engineering,Male,School of Engineering & Applied Science,1,0
I am continuing my education,2,Engineering - Systems Engineering,Female,School of Engineering & Applied Science,0,1
I am continuing my education,0,Education - Kinesiology,Female,School of Education and Human Development,0,0
I am continuing my education,0,Education - Speech Communication Disorders,Female,School of Education and Human Development,0,0
I am continuing my education,0,East Asian Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,0,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,3,English,Female,College and Graduate School of Arts & Sciences,0,1
Working,0,Biochemistry & Molecular Genetics,Male,School of Medicine,1,0
I am continuing my education,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,1
Working,0,Psychology,Female,College and Graduate School of Arts & Sciences,1,0
I am continuing my education,3,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,1
Working,2,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1
Working,0,French,Female,College and Graduate School of Arts & Sciences,1,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,1
I am continuing my education,2,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,0,1
I am taking a break,0,Chemistry,Female,College and Graduate School of Arts & Sciences,0,0
Working,2,Engineering - Mechanical Engineering,Female,School of Engineering & Applied Science,1,1
Working,0,Economics,Female,College and Graduate School of Arts & Sciences,1,0
Working,0,Architecture - Architectural History,Male,School of Architecture,1,0
I have accepted a fellowship,3,Spanish,Female,College and Graduate School of Arts & Sciences,0,1
I am taking a break,0,Engineering - Computer Science,Male,School of Engineering & Applied Science,0,0
Working,3,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,1
Working,2,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,1
Working,1,Business Administration,Female,Darden Graduate School of Business Administration,1,1
Working,0,Education - Kinesiology,Male,School of Education and Human Development,1,0
Working,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0
Working,1,Engineering - Mechanical Engineering,Male,School of Engineering & Applied Science,1,1
Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1
I am continuing my education,3,Engineering - Civil Engineering,Male,School of Engineering & Applied Science,0,1
Working,1,Engineering - Computer Science,Male,School of Engineering & Applied Science,1,1
Working,1,Engineering - Aerospace Engineering,Male,School of Engineering & Applied Science,1,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0
Working,1,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,1,1
I am taking a break,0,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,0,0
I have accepted a fellowship,3,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1
Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,1
Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,1
Working,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,1,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Computer Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1
Working,1,Architecture,Female,School of Architecture,1,1
Working,1,Engineering - Mechanical & Aerospace Engineering,Male,School of Engineering & Applied Science,1,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,1,Architecture - Architectural History,Female,School of Architecture,0,1
Working,0,Architecture,Female,School of Architecture,1,0
Working,1,Environmental Sciences,Male,College and Graduate School of Arts & Sciences,1,1
I am taking a break,2,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,0,1
I am continuing my education,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,0,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Foreign Affairs,Male,College and Graduate School of Arts & Sciences,0,0
I am taking a break,1,Engineering - Biomedical Engineering,Male,School of Engineering & Applied Science,0,1
I am continuing my education,3,Computer Science - Interdisciplinary,Male,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,1,Human Biology - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,3,Education - Elementary Education,Male,School of Education and Human Development,0,1
Working,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0
Working,3,Architecture - Urban & Environmental Planning,Male,School of Architecture,1,1
Working,1,Education - Social Studies Education,Female,School of Education and Human Development,1,1
Working,1,Engineering - Computer Engineering,Male,School of Engineering & Applied Science,1,1
Working,2,Physics,Male,College and Graduate School of Arts & Sciences,1,1
Working,0,Engineering - Civil Engineering,Female,School of Engineering & Applied Science,1,0
I am continuing my education,0,Environmental Sciences,Female,College and Graduate School of Arts & Sciences,0,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,0,Biology,Female,College and Graduate School of Arts & Sciences,0,0
Working,1,Philosophy,Female,College and Graduate School of Arts & Sciences,1,1
I am continuing my education,0,Human Biology - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,0
Working,0,Chemistry,Female,College and Graduate School of Arts & Sciences,1,0
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,2,Cognitive Science - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,3,Government,Female,College and Graduate School of Arts & Sciences,0,1
I am continuing my education,1,Architecture,Female,School of Architecture,0,1
I am continuing my education,0,Applied Statistics,Male,College and Graduate School of Arts & Sciences,0,0
Working,0,Psychology,Female,College and Graduate School of Arts & Sciences,1,0
Working,0,Education - Curriculum & Instruction,Male,School of Education and Human Development,1,0
Working,0,Education - Curriculum & Instruction,Female,School of Education and Human Development,1,0
Working,1,Economics,Male,College and Graduate School of Arts & Sciences,1,1
Working,0,Engineering - Biomedical Engineering,Female,School of Engineering & Applied Science,1,0
Working,1,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1
Working,3,Global Studies - Interdisciplinary,Female,College and Graduate School of Arts & Sciences,1,1
I have not finalized my plans.  I am seeking employment or acceptance to an academic program,3,Engineering - Computer Science,Female,School of Engineering & Applied Science,0,1
